********************************************************************************
product = WebSphere Application Server 8.5.5.7 (wlp-1.0.10.cl50720150827-0437)
wlp.install.dir = /home/eyal/Programs/wlp/
java.home = /usr/lib/jvm/java-1.8.0-openjdk-1.8.0.60-14.b27.fc23.x86_64/jre
java.version = 1.8.0_60
java.runtime = OpenJDK Runtime Environment (1.8.0_60-b27)
os = Linux (4.2.3-300.fc23.x86_64; amd64) (en_US)
process = 14647@localhost.localdomain
********************************************************************************
[12/10/15 12:00:35:677 IST] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: The server Notification has been launched.
[12/10/15 12:02:30:756 IST] 00000045 com.ibm.ws.session.WASSessionCore                            I SESN8501I: The session manager did not find a persistent storage location; HttpSession objects will be stored in the local application server's memory.
[12/10/15 12:02:30:758 IST] 00000045 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/NotificationClient
[12/10/15 12:02:30:768 IST] 00000045 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[12/10/15 12:02:31:097 IST] 00000045 apache.wink.server.internal.application.ApplicationProcessor I The following JAX-RS application has been processed: com.ibm.ws.jaxrs.webcontainer.JAXRSDefaultApplicationSubclassProxy
[12/10/15 12:02:31:100 IST] 00000045 org.apache.wink.server.internal.log.Providers                I There are no custom JAX-RS providers defined in the application.
[12/10/15 12:02:31:315 IST] 00000045 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [NotificationClient] [/NotificationClient] [JAX-RS Servlet]: Initialization successful.
[12/10/15 12:02:31:383 IST] 00000045 apache.wink.server.internal.application.ApplicationProcessor I The following JAX-RS application has been processed: com.ibm.ws.jaxrs.webcontainer.JAXRSDefaultApplicationSubclassProxy
[12/10/15 12:02:31:383 IST] 00000045 org.apache.wink.server.internal.log.Resources                I The server has registered the JAX-RS resource class com.offla.rest.SimpleWS01 with @Path(/ws).
[12/10/15 12:02:31:384 IST] 00000045 org.apache.wink.server.internal.log.Providers                I There are no custom JAX-RS providers defined in the application.
[12/10/15 12:02:31:404 IST] 00000045 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [NotificationClient] [/NotificationClient] [com.offla.rest.MyRestApplication]: Initialization successful.
[12/10/15 12:03:50:262 IST] 00000056 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9081/NotificationClient/
[12/10/15 12:03:50:279 IST] 00000056 com.ibm.ws.webcontainer.servlet                              I SRVE0253I: [NotificationClient] [/NotificationClient] [JAX-RS Servlet]: Destroy successful.
[12/10/15 12:03:50:281 IST] 00000056 com.ibm.ws.webcontainer.servlet                              I SRVE0253I: [NotificationClient] [/NotificationClient] [com.offla.rest.MyRestApplication]: Destroy successful.
[12/10/15 12:03:50:296 IST] 00000056 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application NotificationClient has stopped successfully.
[12/10/15 12:03:50:307 IST] 00000056 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application NotificationClient.
[12/10/15 12:03:50:672 IST] 00000056 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: NotificationClient.
[12/10/15 12:03:50:679 IST] 00000056 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module NotificationClient has been bound to default_host.
[12/10/15 12:03:50:679 IST] 00000056 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9081/NotificationClient/
[12/10/15 12:03:50:680 IST] 00000056 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application NotificationClient updated in 0.373 seconds.
[12/10/15 12:03:55:426 IST] 00000051 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/NotificationClient
[12/10/15 12:03:55:426 IST] 00000051 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[12/10/15 12:03:55:542 IST] 00000051 apache.wink.server.internal.application.ApplicationProcessor I The following JAX-RS application has been processed: com.ibm.ws.jaxrs.webcontainer.JAXRSDefaultApplicationSubclassProxy
[12/10/15 12:03:55:544 IST] 00000051 org.apache.wink.server.internal.log.Providers                I There are no custom JAX-RS providers defined in the application.
[12/10/15 12:03:55:560 IST] 00000051 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [NotificationClient] [/NotificationClient] [JAX-RS Servlet]: Initialization successful.
[12/10/15 12:03:55:580 IST] 00000051 apache.wink.server.internal.application.ApplicationProcessor I The following JAX-RS application has been processed: com.ibm.ws.jaxrs.webcontainer.JAXRSDefaultApplicationSubclassProxy
[12/10/15 12:03:55:581 IST] 00000051 org.apache.wink.server.internal.log.Resources                I The server has registered the JAX-RS resource class com.offla.rest.SimpleWS with @Path(/simple).
[12/10/15 12:03:55:581 IST] 00000051 org.apache.wink.server.internal.log.Resources                I The server has registered the JAX-RS resource class com.offla.rest.SimpleWS01 with @Path(/ws).
[12/10/15 12:03:55:581 IST] 00000051 org.apache.wink.server.internal.log.Providers                I There are no custom JAX-RS providers defined in the application.
[12/10/15 12:03:55:591 IST] 00000051 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [NotificationClient] [/NotificationClient] [com.offla.rest.MyRestApplication]: Initialization successful.
[12/10/15 12:04:50:456 IST] 0000005e com.ibm.ws.webcontainer.extension                            W SRVE0190E: File not found: /ressources/simple/hi
[12/10/15 12:04:58:003 IST] 00000040 apache.wink.server.internal.application.ApplicationProcessor I The following JAX-RS application has been processed: com.ibm.ws.jaxrs.webcontainer.JAXRSDefaultApplicationSubclassProxy
[12/10/15 12:04:58:003 IST] 00000040 org.apache.wink.server.internal.log.Resources                I The server has registered the JAX-RS resource class com.offla.rest.SimpleWS with @Path(/simple).
[12/10/15 12:04:58:003 IST] 00000040 org.apache.wink.server.internal.log.Resources                I The server has registered the JAX-RS resource class com.offla.rest.SimpleWS01 with @Path(/ws).
[12/10/15 12:04:58:004 IST] 00000040 org.apache.wink.server.internal.log.Resources                I The server has registered the JAX-RS resource class org.apache.wink.server.internal.resources.RootResource with @Path(/).
[12/10/15 12:04:58:004 IST] 00000040 org.apache.wink.server.internal.log.Resources                I The server has registered the JAX-RS resource class org.apache.wink.server.internal.resources.HtmlServiceDocumentResource with @Path(/).
[12/10/15 12:04:58:005 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntryProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and application/atom+xml media types.
[12/10/15 12:04:58:006 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntrySyndEntryProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.synd.SyndEntry Java types and application/atom+xml media types.
[12/10/15 12:04:58:006 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomFeedSyndFeedProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.synd.SyndFeed Java types and application/atom+xml media types.
[12/10/15 12:04:58:006 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntryProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and application/javascript media types.
[12/10/15 12:04:58:006 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntrySyndEntryProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.synd.SyndEntry Java types and application/javascript media types.
[12/10/15 12:04:58:007 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomFeedSyndFeedProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.synd.SyndFeed Java types and application/javascript media types.
[12/10/15 12:04:58:007 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.csv.CsvDeserializerProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.csv.CsvDeserializer Java types and text/csv media types.
[12/10/15 12:04:58:007 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.InputStreamProvider was registered as a JAX-RS MessageBodyReader provider for java.io.InputStream Java types and application/octet-stream media types.
[12/10/15 12:04:58:007 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$SAXSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.sax.SAXSource Java types and text/xml media types.
[12/10/15 12:04:58:007 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBXmlProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and text/xml media types.
[12/10/15 12:04:58:008 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBArrayXmlProvider was registered as a JAX-RS MessageBodyReader provider for [Ljava.lang.Object; Java types and text/xml media types.
[12/10/15 12:04:58:008 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBCollectionXmlProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and text/xml media types.
[12/10/15 12:04:58:008 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBElementXmlProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.bind.JAXBElement Java types and text/xml media types.
[12/10/15 12:04:58:008 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$StreamSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.Source Java types and text/xml media types.
[12/10/15 12:04:58:009 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$DOMSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.dom.DOMSource Java types and text/xml media types.
[12/10/15 12:04:58:009 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntryProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and application/json media types.
[12/10/15 12:04:58:009 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.json.JAXBArrayJSONProvider was registered as a JAX-RS MessageBodyReader provider for [Ljava.lang.Object; Java types and application/json media types.
[12/10/15 12:04:58:009 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntrySyndEntryProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.synd.SyndEntry Java types and application/json media types.
[12/10/15 12:04:58:009 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomFeedSyndFeedProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.synd.SyndFeed Java types and application/json media types.
[12/10/15 12:04:58:010 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$SAXSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.sax.SAXSource Java types and application/xml media types.
[12/10/15 12:04:58:010 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBXmlProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and application/xml media types.
[12/10/15 12:04:58:010 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBArrayXmlProvider was registered as a JAX-RS MessageBodyReader provider for [Ljava.lang.Object; Java types and application/xml media types.
[12/10/15 12:04:58:010 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBCollectionXmlProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and application/xml media types.
[12/10/15 12:04:58:010 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBElementXmlProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.bind.JAXBElement Java types and application/xml media types.
[12/10/15 12:04:58:011 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$StreamSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.Source Java types and application/xml media types.
[12/10/15 12:04:58:011 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$DOMSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.dom.DOMSource Java types and application/xml media types.
[12/10/15 12:04:58:011 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.FormMultivaluedMapProvider was registered as a JAX-RS MessageBodyReader provider for javax.ws.rs.core.MultivaluedMap Java types and application/x-www-form-urlencoded media types.
[12/10/15 12:04:58:011 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.multipart.InMultiPartProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.multipart.InMultiPart Java types and multipart/* media types.
[12/10/15 12:04:58:011 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.multipart.BufferedInMultiPartProvider was registered as a JAX-RS MessageBodyReader provider for org.apache.wink.common.model.multipart.BufferedInMultiPart Java types and multipart/* media types.
[12/10/15 12:04:58:011 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.ReaderProvider was registered as a JAX-RS MessageBodyReader provider for java.io.Reader Java types and */* media types.
[12/10/15 12:04:58:012 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$SAXSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.sax.SAXSource Java types and */* media types.
[12/10/15 12:04:58:012 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.StringProvider was registered as a JAX-RS MessageBodyReader provider for java.lang.String Java types and */* media types.
[12/10/15 12:04:58:012 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.DataSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.activation.DataSource Java types and */* media types.
[12/10/15 12:04:58:012 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.AssetProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and */* media types.
[12/10/15 12:04:58:012 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.ByteArrayProvider was registered as a JAX-RS MessageBodyReader provider for [B Java types and */* media types.
[12/10/15 12:04:58:013 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBXmlProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and */* media types.
[12/10/15 12:04:58:013 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.InputStreamProvider was registered as a JAX-RS MessageBodyReader provider for java.io.InputStream Java types and */* media types.
[12/10/15 12:04:58:013 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBArrayXmlProvider was registered as a JAX-RS MessageBodyReader provider for [Ljava.lang.Object; Java types and */* media types.
[12/10/15 12:04:58:013 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.FileProvider was registered as a JAX-RS MessageBodyReader provider for java.io.File Java types and */* media types.
[12/10/15 12:04:58:013 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBCollectionXmlProvider was registered as a JAX-RS MessageBodyReader provider for all Java types and */* media types.
[12/10/15 12:04:58:014 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBElementXmlProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.bind.JAXBElement Java types and */* media types.
[12/10/15 12:04:58:014 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$StreamSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.Source Java types and */* media types.
[12/10/15 12:04:58:014 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$DOMSourceProvider was registered as a JAX-RS MessageBodyReader provider for javax.xml.transform.dom.DOMSource Java types and */* media types.
[12/10/15 12:04:58:015 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.server.internal.providers.entity.html.HtmlSyndEntryProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndEntry Java types and text/html media types.
[12/10/15 12:04:58:015 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.server.internal.providers.entity.html.HtmlSyndFeedProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndFeed Java types and text/html media types.
[12/10/15 12:04:58:015 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.server.internal.providers.entity.html.HtmlProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.server.internal.providers.entity.html.HtmlDescriptor Java types and text/html media types.
[12/10/15 12:04:58:015 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntryProvider was registered as a JAX-RS MessageBodyWriter provider for all Java types and application/atom+xml media types.
[12/10/15 12:04:58:015 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntrySyndEntryProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndEntry Java types and application/atom+xml media types.
[12/10/15 12:04:58:016 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomFeedSyndFeedProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndFeed Java types and application/atom+xml media types.
[12/10/15 12:04:58:017 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntryProvider was registered as a JAX-RS MessageBodyWriter provider for all Java types and application/javascript media types.
[12/10/15 12:04:58:017 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntrySyndEntryProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndEntry Java types and application/javascript media types.
[12/10/15 12:04:58:017 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomFeedSyndFeedProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndFeed Java types and application/javascript media types.
[12/10/15 12:04:58:017 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.csv.CsvSyndFeedSerializerProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndFeed Java types and text/csv media types.
[12/10/15 12:04:58:017 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.csv.CsvSerializerProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.csv.CsvSerializer Java types and text/csv media types.
[12/10/15 12:04:58:018 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.InputStreamProvider was registered as a JAX-RS MessageBodyWriter provider for java.io.InputStream Java types and application/octet-stream media types.
[12/10/15 12:04:58:019 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.app.CategoriesProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.categories.Categories Java types and application/atomcat+xml media types.
[12/10/15 12:04:58:019 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.FormMultivaluedMapProvider was registered as a JAX-RS MessageBodyWriter provider for javax.ws.rs.core.MultivaluedMap Java types and application/x-www-form-urlencoded media types.
[12/10/15 12:04:58:019 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$SAXSourceProvider was registered as a JAX-RS MessageBodyWriter provider for javax.xml.transform.Source Java types and text/xml media types.
[12/10/15 12:04:58:019 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBXmlProvider was registered as a JAX-RS MessageBodyWriter provider for all Java types and text/xml media types.
[12/10/15 12:04:58:019 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBArrayXmlProvider was registered as a JAX-RS MessageBodyWriter provider for [Ljava.lang.Object; Java types and text/xml media types.
[12/10/15 12:04:58:020 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBCollectionXmlProvider was registered as a JAX-RS MessageBodyWriter provider for all Java types and text/xml media types.
[12/10/15 12:04:58:020 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBElementXmlProvider was registered as a JAX-RS MessageBodyWriter provider for javax.xml.bind.JAXBElement Java types and text/xml media types.
[12/10/15 12:04:58:020 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$StreamSourceProvider was registered as a JAX-RS MessageBodyWriter provider for javax.xml.transform.Source Java types and text/xml media types.
[12/10/15 12:04:58:020 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$DOMSourceProvider was registered as a JAX-RS MessageBodyWriter provider for javax.xml.transform.Source Java types and text/xml media types.
[12/10/15 12:04:58:021 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntryProvider was registered as a JAX-RS MessageBodyWriter provider for all Java types and application/json media types.
[12/10/15 12:04:58:021 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.json.JAXBArrayJSONProvider was registered as a JAX-RS MessageBodyWriter provider for [Ljava.lang.Object; Java types and application/json media types.
[12/10/15 12:04:58:021 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomEntrySyndEntryProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndEntry Java types and application/json media types.
[12/10/15 12:04:58:021 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.atom.AtomFeedSyndFeedProvider was registered as a JAX-RS MessageBodyWriter provider for org.apache.wink.common.model.synd.SyndFeed Java types and application/json media types.
[12/10/15 12:04:58:021 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$SAXSourceProvider was registered as a JAX-RS MessageBodyWriter provider for javax.xml.transform.Source Java types and application/xml media types.
[12/10/15 12:04:58:022 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBXmlProvider was registered as a JAX-RS MessageBodyWriter provider for all Java types and application/xml media types.
[12/10/15 12:04:58:022 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBArrayXmlProvider was registered as a JAX-RS MessageBodyWriter provider for [Ljava.lang.Object; Java types and application/xml media types.
[12/10/15 12:04:58:022 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBCollectionXmlProvider was registered as a JAX-RS MessageBodyWriter provider for all Java types and application/xml media types.
[12/10/15 12:04:58:022 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.xml.JAXBElementXmlProvider was registered as a JAX-RS MessageBodyWriter provider for javax.xml.bind.JAXBElement Java types and application/xml media types.
[12/10/15 12:04:58:022 IST] 00000040 org.apache.wink.server.internal.log.Providers                I The class org.apache.wink.common.internal.providers.entity.SourceProvider$StreamSourceProvider was registered as a JAX-RS MessageBodyWriter provider for javax.xml.transform.Source Java types and application/xml media types.
